Date,Open,High,Low,Close,Volume,Adj Close
2019/10/16,25.54,27.5,25.1,25.43,30305,25.43
2019/10/15,25.71,26.45,25.18,25.54,1200,25.54
2019/10/14,25.62,26.25,25.1,25.71,371,25.71
2019/10/11,25,26.38,25.5,25.62,201335,25.62
2019/10/10,26.58,26.3,24.51,25,4744,25
2019/10/9,26.07,26.58,26.58,26.58,210,26.58
2019/10/8,24.5,26.88,25.22,26.07,620,26.07
2019/9/30,25.99,26.5,23.39,24.5,3885,24.5
2019/9/27,25.92,28.5,25.1,25.99,1535,25.99
2019/9/26,25.95,26.5,25.4,25.92,151847,25.92
2019/9/25,25.25,26.99,25.1,25.95,281201,25.95
2019/9/24,25.48,26.5,25.01,25.25,14289,25.25
2019/9/23,24.64,26.5,24.01,25.48,10279,25.48
2019/9/20,25.11,26.7,22.72,24.64,6013,24.64
2019/9/19,25.26,26.8,22.73,25.11,9868,25.11
2019/9/18,24.25,26.66,24.61,25.26,3337,25.26
2019/9/17,25.4,26.88,22.86,24.25,13882,24.25
2019/9/16,25.99,26.86,25.01,25.4,9931,25.4
2019/9/12,26.03,26.88,25.56,25.99,8682,25.99
2019/9/11,26.03,26.88,25.06,26.03,6491,26.03
2019/9/10,25.11,26.9,25.3,26.03,5397,26.03
2019/9/9,25.96,26.95,24.01,25.11,3784,25.11
2019/9/6,25.74,27.88,25.01,25.96,4504,25.96
2019/9/5,25.62,28.18,25.31,25.74,4730,25.74
2019/9/4,25.71,26.95,25.03,25.62,2223,25.62
2019/9/3,26.09,26.99,25.22,25.71,2199,25.71
2019/9/2,25.32,26.99,25.52,26.09,1797,26.09
2019/8/30,24.9,27.39,24.01,25.32,4455,25.32
2019/8/29,24.22,26.64,24.01,24.9,1414,24.9
2019/8/28,24.57,26.99,23.1,24.22,704,24.22
2019/8/27,23.03,25.33,24.01,24.57,1022,24.57
2019/8/26,23.72,26,22.71,23.03,137005,23.03
2019/8/23,23.1,25.41,23.69,23.72,116105,23.72
2019/8/22,24.22,24.88,23.1,23.1,3001,23.1
2019/8/21,23.98,26.3,23,24.22,8545,24.22
2019/8/20,23.06,24.94,23.89,23.98,1411,23.98
2019/8/19,23.14,23.99,22.92,23.06,2303,23.06
2019/8/16,23.76,26.1,22.9,23.14,6506,23.14
2019/8/15,23.33,25.66,23.5,23.76,2567,23.76
2019/8/14,23.12,25.4,22.7,23.33,11605,23.33
2019/8/13,23.07,23.49,22.71,23.12,10822,23.12
2019/8/12,23.05,23.49,22.65,23.07,1723,23.07
2019/8/9,23.09,23.39,22.7,23.05,912,23.05
2019/8/8,23.01,23.45,22.7,23.09,651,23.09
2019/8/7,23.06,23.27,22.53,23.01,912,23.01
2019/8/6,23.06,23.39,22.9,23.06,1535,23.06
2019/8/5,23.05,23.42,22.7,23.06,400,23.06
2019/8/2,23.01,23.49,22.61,23.05,400,23.05
2019/8/1,23.01,23.5,22.7,23.01,10703,23.01
2019/7/31,23.1,23.49,23,23.01,11638,23.01
2019/7/30,22.98,23.44,22.8,23.1,510,23.1
2019/7/29,23.1,23.33,22.8,22.98,23201,22.98
2019/7/26,23.11,23.3,23.1,23.1,101,23.1
2019/7/25,23,23.24,23.11,23.11,20024,23.11
2019/7/24,22.97,23.48,22.7,23,20489,23
2019/7/23,23.03,23.78,22.7,22.97,40972,22.97
2019/7/22,23.56,24.85,22.8,23.03,22941,23.03
2019/7/19,23,23.57,23.5,23.56,124,23.56
2019/7/18,22.96,23.92,22.6,23,10963,23
2019/7/17,22.71,23.98,20.66,22.96,7341,22.96
2019/7/16,22.71,23.85,20.5,22.71,21512,22.71
2019/7/15,22.71,23.55,23.55,22.71,100,22.71
2019/7/12,22.83,25.1,20.66,22.71,29401,22.71
2019/7/11,22.38,23,22.7,22.83,1800,22.83
2019/7/10,22.62,23.5,22.2,22.38,46507,22.38
2019/7/9,23.65,23.39,22.53,22.62,52501,22.62
2019/7/8,23.43,24,22.51,23.65,50731,23.65
2019/7/5,23.43,23.88,23.4,23.43,332100,23.43
2019/7/4,22.71,23.44,22.81,23.43,70500,23.43
2019/7/3,23.2,22.71,22.71,22.71,100200,22.71
2019/7/2,23.19,23.5,23.2,23.2,175101,23.2
2019/7/1,23.64,23.3,23.19,23.19,220690,23.19
2019/6/28,22.48,23.75,23.5,23.64,102160,23.64
2019/6/27,22.57,23.7,22.31,22.48,55107,22.48
2019/6/26,22.81,23.49,22.36,22.57,22419,22.57
